,city,confidence,nThumbsUp,street,uuid,country,type,subtype,roadType,reliability,magvar,reportRating,ts,geo,geoWKT
229170,"Chicago, IL",0,,I-90 E,5e3f5b9d-1076-4aea-aad8-368cb0d29043,US,JAM,JAM_HEAVY_TRAFFIC,3,5,127,4,2024-03-05 22:13:33 UTC,POINT(-87.757485 41.968651),Point(-87.757485 41.968651)
60299,"Chicago, IL",0,,W Foster Ave,7eb51c8f-2177-4061-a2d4-aa52badd670b,US,JAM,JAM_HEAVY_TRAFFIC,7,5,89,2,2024-05-18 19:52:39 UTC,POINT(-87.746187 41.975363),Point(-87.746187 41.975363)
628346,"Chicago, IL",0,,Exit 82A: Nagle Ave,ad5372ac-82b1-4492-ade5-4542b6a4d98a,US,JAM,JAM_HEAVY_TRAFFIC,4,5,93,3,2024-05-05 17:51:19 UTC,POINT(-87.792317 41.982298),Point(-87.792317 41.982298)
152326,"Chicago, IL",1,,W Grand Ave,6c728293-1140-474f-8282-52737732ad49,US,JAM,JAM_STAND_STILL_TRAFFIC,2,7,118,3,2024-06-14 20:43:14 UTC,POINT(-87.736909 41.910318),Point(-87.736909 41.910318)
395532,"Chicago, IL",0,,Hamlin Blvd,83f70ae2-1cc4-410e-aa94-a92f94e2d00c,US,JAM,JAM_HEAVY_TRAFFIC,2,5,354,3,2024-04-01 21:03:48 UTC,POINT(-87.720711 41.880514),Point(-87.720711 41.880514)
586629,"Chicago, IL",0,,I-90 W,648242cf-0270-4475-b628-afaf60a1cfa7,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,332,3,2024-07-02 16:04:28 UTC,POINT(-87.658581 41.897016),Point(-87.658581 41.897016)
517730,"Chicago, IL",0,,I-94 W,14d6d5f2-aa02-4fa0-a3f2-c0ac27f30b9d,US,JAM,JAM_HEAVY_TRAFFIC,3,5,22,2,2024-04-12 18:24:19 UTC,POINT(-87.598878 41.690878),Point(-87.598878 41.690878)
246049,"Chicago, IL",5,,I-290 E,765c4e09-0a63-4142-9520-1cd6a2d89d84,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,89,3,2024-08-27 10:16:15 UTC,POINT(-87.710574 41.873916),Point(-87.710574 41.873916)
325213,"Chicago, IL",5,,I-94 E,c0eb0546-fb79-4fcb-b75e-2baa3f554b34,US,HAZARD,HAZARD_ON_ROAD_OBJECT,3,10,176,0,2024-09-02 17:36:01 UTC,POINT(-87.625598 41.753612),Point(-87.625598 41.753612)
637426,"Chicago, IL",0,,W Montrose Ave,efdcc1f8-0a20-4664-a692-32c4bfa47590,US,JAM,,2,5,89,2,2024-02-24 22:06:19 UTC,POINT(-87.763278 41.960536),Point(-87.763278 41.960536)
232155,"Chicago, IL",4,,N Western Ave,f86078ae-299f-411f-9b2d-c13a4cd82e29,US,HAZARD,HAZARD_ON_ROAD_POT_HOLE,6,10,178,4,2024-05-03 12:29:13 UTC,POINT(-87.687721 41.927245),Point(-87.687721 41.927245)
288635,"Chicago, IL",0,,I-94 W,31613b20-d341-4818-8de6-7088786a3479,US,JAM,JAM_HEAVY_TRAFFIC,3,5,269,1,2024-08-08 11:53:36 UTC,POINT(-87.605753 41.713568),Point(-87.605753 41.713568)
650217,"Chicago, IL",1,,S Independence Blvd,5f339808-791e-428a-a3c3-c5b1ccd075d7,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2,9,358,4,2024-05-01 12:41:54 UTC,POINT(-87.719535 41.86653),Point(-87.719535 41.86653)
53511,"Chicago, IL",0,,S State St,8a61e37b-7281-4930-a299-fad7e3ca9132,US,JAM,JAM_HEAVY_TRAFFIC,7,5,358,3,2024-04-26 20:30:05 UTC,POINT(-87.627636 41.87636),Point(-87.627636 41.87636)
194738,"Chicago, IL",0,,I-290 W,f2e647b1-21fb-4b75-9e39-a2351c153c17,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,269,3,2024-07-28 17:49:02 UTC,POINT(-87.712117 41.874251),Point(-87.712117 41.874251)
766972,"Chicago, IL",0,,Bessie Coleman Dr,d0666093-9d5b-4545-bdfe-6934ba766d9d,US,JAM,JAM_HEAVY_TRAFFIC,1,5,179,5,2024-08-11 23:16:29 UTC,POINT(-87.885768 41.980638),Point(-87.885768 41.980638)
2684,"Chicago, IL",4,,to I-94 W / I-57 S,d5dc5240-7d32-4827-b6e2-291decd838ec,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,10,183,4,2024-09-14 18:29:14 UTC,POINT(-87.58515 41.717231),Point(-87.58515 41.717231)
206978,"Chicago, IL",1,,I-94 W,79fb4854-6763-42a4-94b3-37b409bc483e,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,21,4,2024-04-11 01:38:16 UTC,POINT(-87.5974 41.693623),Point(-87.5974 41.693623)
420970,"Chicago, IL",2,,I-90 W,a3fafa7a-cbb3-4c8c-8582-97f0e347e277,US,ACCIDENT,,3,10,355,5,2024-09-13 13:16:53 UTC,POINT(-87.64571 41.877623),Point(-87.64571 41.877623)
765608,"Chicago, IL",0,,E 71st St,f8948e6a-ed08-44e9-9028-8b323f02d212,US,JAM,,2,5,89,2,2024-08-11 21:36:58 UTC,POINT(-87.579093 41.766034),Point(-87.579093 41.766034)
733571,"Chicago, IL",0,,I-90 E,68efd4b9-1798-4f04-af03-97cf2dda753f,US,JAM,JAM_HEAVY_TRAFFIC,3,5,127,3,2024-02-14 15:50:20 UTC,POINT(-87.682051 41.924373),Point(-87.682051 41.924373)
77919,"Chicago, IL",0,,I-90 E,d3829064-fde4-412f-9bf2-5b8f6098b890,US,JAM,,3,5,182,1,2024-09-20 21:07:51 UTC,POINT(-87.644384 41.856836),Point(-87.644384 41.856836)
432900,"Chicago, IL",1,,Exit 2B: US-12 E / US-45 S / Mannheim Rd S,fb4b660e-0359-4ffe-aede-faa6f44645aa,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,7,67,2,2024-10-10 15:39:27 UTC,POINT(-87.880492 41.98221),Point(-87.880492 41.98221)
118677,"Chicago, IL",0,,W Foster Ave,be63d1ff-7f8f-4f3d-adc9-f71d793d1520,US,JAM,JAM_STAND_STILL_TRAFFIC,7,5,269,0,2024-04-24 22:34:42 UTC,POINT(-87.774388 41.975673),Point(-87.774388 41.975673)
217873,"Chicago, IL",0,,to I-290 E,f494860e-874f-4277-b1de-683ba4ac0f4c,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,5,83,0,2024-07-29 21:40:09 UTC,POINT(-87.689529 41.875173),Point(-87.689529 41.875173)
557392,"Chicago, IL",1,,I-90 W,7c5f62e4-7113-45d6-8d85-a96f32273fdb,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,273,2,2024-02-15 17:21:01 UTC,POINT(-87.82778 41.984611),Point(-87.82778 41.984611)
622884,"Chicago, IL",0,,I-90 W,c618be4a-0d8e-4520-abfe-e471309bd0bf,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,356,0,2024-10-07 14:04:16 UTC,POINT(-87.644911 41.873761),Point(-87.644911 41.873761)
746700,"Chicago, IL",0,,W 47th St,8ff26168-43a3-411c-91db-7073915a4949,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2,6,269,3,2024-09-08 20:56:42 UTC,POINT(-87.735911 41.807713),Point(-87.735911 41.807713)
306514,"Chicago, IL",0,,I-290 E,3da75a30-c31b-4181-8b56-bd54380e9023,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,94,5,2024-06-13 14:20:44 UTC,POINT(-87.775555 41.871021),Point(-87.775555 41.871021)
527545,"Chicago, IL",0,,I-90 E,6b416184-4300-4719-b801-b49ab7360e13,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,109,3,2024-08-14 14:53:34 UTC,POINT(-87.712044 41.940911),Point(-87.712044 41.940911)
531657,"Chicago, IL",0,,I-290 W,2313ff6f-aa0b-4bcc-913f-e2410f1dfa7d,US,JAM,,3,5,259,0,2024-09-16 02:58:24 UTC,POINT(-87.706296 41.874574),Point(-87.706296 41.874574)
550023,"Chicago, IL",1,,S Ashland Ave,534f57e7-0193-4cad-84a8-42515a023a87,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7,8,178,4,2024-05-02 19:47:55 UTC,POINT(-87.66467 41.797232),Point(-87.66467 41.797232)
640354,"Chicago, IL",0,,DuSable Lake Shore Dr,a04a280e-2a4c-4a76-9443-72e8c28a3aac,US,JAM,JAM_HEAVY_TRAFFIC,6,5,139,3,2024-03-06 12:45:35 UTC,POINT(-87.636895 41.938939),Point(-87.636895 41.938939)
747695,"Chicago, IL",0,,I-90 I-94 Express W,87920639-633f-4c51-b70f-2bc710973c2d,US,HAZARD,,3,7,325,0,2024-01-20 14:02:29 UTC,POINT(-87.631339 41.843578),Point(-87.631339 41.843578)
320181,"Chicago, IL",0,,I-90 E,4751cb66-beb3-4151-b0cf-d8280da731bb,US,JAM,JAM_HEAVY_TRAFFIC,3,6,127,1,2024-06-15 23:20:18 UTC,POINT(-87.72444 41.949922),Point(-87.72444 41.949922)
748350,"Chicago, IL",0,,I-90 E,dd49c06d-5c80-4b4b-bf20-ed3bdde705db,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,120,5,2024-01-20 02:56:38 UTC,POINT(-87.710406 41.940359),Point(-87.710406 41.940359)
572061,"Chicago, IL",0,,I-90 E,a3ab7da4-c12b-4c75-869e-849a7fa440ca,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,154,3,2024-04-23 12:22:44 UTC,POINT(-87.718978 41.946742),Point(-87.718978 41.946742)
319316,"Chicago, IL",0,,I-290 E,d00837ff-d527-49c2-b569-6dcef1beee93,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,6,89,4,2024-06-15 13:52:07 UTC,POINT(-87.677086 41.875377),Point(-87.677086 41.875377)
752359,"Chicago, IL",2,,I-94 W,32aee4b9-e28a-4648-b3f3-f519d8d9ca76,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,268,4,2024-02-25 16:18:21 UTC,POINT(-87.612883 41.71348),Point(-87.612883 41.71348)
356651,"Chicago, IL",0,,S Parnell Ave,d1568e91-c36b-4b71-bfff-e4bc31f5dbd4,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,1,6,359,0,2024-06-23 04:03:37 UTC,POINT(-87.636971 41.714274),Point(-87.636971 41.714274)
523271,"Chicago, IL",0,,W Diversey Ave,b2c25151-d1b8-4914-bda7-273e953eed9c,US,JAM,JAM_HEAVY_TRAFFIC,2,5,268,3,2024-01-24 21:37:17 UTC,POINT(-87.774378 41.931164),Point(-87.774378 41.931164)
559539,"Chicago, IL",0,,I-90 E,8d3a2f0e-fb6b-4883-a311-3c25552031ea,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,179,0,2024-03-22 20:36:56 UTC,POINT(-87.64566 41.874761),Point(-87.64566 41.874761)
461865,"Chicago, IL",0,,I-90 E,dd85334f-1e30-49c1-8dbe-314072606dd6,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,132,3,2024-01-02 14:20:54 UTC,POINT(-87.652459 41.891928),Point(-87.652459 41.891928)
74597,"Chicago, IL",2,,I-90 W,95e6bee4-c01f-4d8f-b70e-e55fc9c6a4e8,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,306,5,2024-02-09 23:26:56 UTC,POINT(-87.736188 41.957114),Point(-87.736188 41.957114)
478811,"Chicago, IL",0,,I-90 E,4e26e412-2765-42f7-90fa-9cf19ee4b339,US,JAM,,3,5,126,1,2024-07-16 17:50:23 UTC,POINT(-87.724214 41.949795),Point(-87.724214 41.949795)
452377,"Chicago, IL",0,,W North Ave,d2a884a7-77bd-4f7e-b819-eaf520764110,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,6,5,80,2,2024-10-04 18:11:13 UTC,POINT(-87.737725 41.909755),Point(-87.737725 41.909755)
355447,"Chicago, IL",1,,I-90 E,bf1e9cd8-37f3-493a-9d84-12d6578d0147,US,HAZARD,HAZARD_WEATHER,3,7,176,2,2024-06-23 04:44:22 UTC,POINT(-87.645993 41.882435),Point(-87.645993 41.882435)
34205,"Chicago, IL",0,,DuSable Lake Shore Dr,3e51eb83-0ed1-45a2-b6fb-392b8daed3f2,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,6,7,0,4,2024-07-17 18:29:34 UTC,POINT(-87.631933 41.93057),Point(-87.631933 41.93057)
79342,"Chicago, IL",0,,I-94 W,95ada0fd-3ee2-45a6-8352-fdf0b93c61c3,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,278,4,2024-09-20 12:36:46 UTC,POINT(-87.601089 41.713504),Point(-87.601089 41.713504)
678483,"Chicago, IL",1,,I-90 E,fda92da3-6bc6-4c3e-bc55-79090337b6a6,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,140,3,2024-07-18 22:20:08 UTC,POINT(-87.629959 41.77695),Point(-87.629959 41.77695)
40777,"Chicago, IL",0,,I-90 W,b0a91c57-3d9f-4774-aa1e-2c6c367f1420,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,315,5,2024-04-18 15:37:53 UTC,POINT(-87.564914 41.7347),Point(-87.564914 41.7347)
133257,"Chicago, IL",0,,S Linder Ave,5701a274-f15f-4f9e-959b-aef4ff6145ee,US,JAM,JAM_STAND_STILL_TRAFFIC,1,5,358,4,2024-05-14 13:29:21 UTC,POINT(-87.759991 41.7972),Point(-87.759991 41.7972)
168064,"Chicago, IL",0,,W 18th St,31735b53-036d-4bcb-a4b7-b1c08b1244f3,US,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2,5,268,4,2024-04-02 14:34:03 UTC,POINT(-87.638321 41.857674),Point(-87.638321 41.857674)
523876,"Chicago, IL",0,,N Western Ave,7cce88e1-37cd-4ba9-8d6e-4e70832df5f7,US,JAM,JAM_STAND_STILL_TRAFFIC,6,5,178,3,2024-01-24 14:23:00 UTC,POINT(-87.688066 41.93978),Point(-87.688066 41.93978)
493178,"Chicago, IL",0,,W Van Buren St,e76e6988-3043-4406-b100-fcc0479ca47b,US,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,1,6,269,0,2024-03-11 18:28:26 UTC,POINT(-87.684187 41.876111),Point(-87.684187 41.876111)
116592,"Chicago, IL",0,,E 130th St,fb1cf6c7-e3db-4deb-930f-d3a7906c7c41,US,HAZARD,HAZARD_ON_ROAD_POT_HOLE,6,5,92,3,2024-04-24 18:48:44 UTC,POINT(-87.581291 41.659228),Point(-87.581291 41.659228)
147466,"Chicago, IL",0,,I-90 E,a0da263d-3dba-400c-96dc-8876ee7c7c5c,US,JAM,JAM_HEAVY_TRAFFIC,3,5,129,4,2024-09-09 22:13:24 UTC,POINT(-87.704425 41.937009),Point(-87.704425 41.937009)
282124,"Chicago, IL",1,,I-90 W,1fd1b7c3-4665-4c0c-8242-33aaa1d5735e,US,JAM,JAM_HEAVY_TRAFFIC,3,7,290,3,2024-09-18 11:47:35 UTC,POINT(-87.761594 41.971041),Point(-87.761594 41.971041)
537204,"Chicago, IL",0,,N Long Ave,e3423ab7-b958-4876-9615-780a7ac5982a,US,ROAD_CLOSED,,1,5,96,0,2024-09-06 12:41:32 UTC,POINT(-87.762136 41.955065),Point(-87.762136 41.955065)
559060,"Chicago, IL",5,,to I-55 S / St. Louis,ac8bbdd0-310a-46aa-9702-2d52187eb9f6,US,HAZARD,HAZARD_ON_ROAD,4,10,255,4,2024-03-22 22:24:27 UTC,POINT(-87.646761 41.846138),Point(-87.646761 41.846138)
246870,"Chicago, IL",0,,I-55 N,b3210c24-dcd6-4839-9776-617d325a37ae,US,JAM,JAM_HEAVY_TRAFFIC,3,6,61,5,2024-08-27 13:31:17 UTC,POINT(-87.667054 41.837685),Point(-87.667054 41.837685)
70495,"Chicago, IL",0,,W Foster Ave,17d8b788-342c-43fa-b196-4a32a9d3182b,US,JAM,JAM_HEAVY_TRAFFIC,7,5,89,3,2024-01-29 19:14:12 UTC,POINT(-87.696354 41.975838),Point(-87.696354 41.975838)
542652,"Chicago, IL",0,,I-90 E,13a4c4b2-66e6-4469-a0f2-d53bb83defb7,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,127,5,2024-06-11 16:32:31 UTC,POINT(-87.726945 41.951352),Point(-87.726945 41.951352)
300543,"Chicago, IL",0,,W Division St,5b92f0b9-4ab3-43bc-8aab-28fad1a1b9df,US,JAM,JAM_HEAVY_TRAFFIC,2,5,268,2,2024-09-19 19:31:11 UTC,POINT(-87.652881 41.903573),Point(-87.652881 41.903573)
266945,"Chicago, IL",0,,I-290 W,73b9d9d8-a97a-43de-a64c-62330e63b6dc,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,266,3,2024-05-08 13:20:25 UTC,POINT(-87.761718 41.871542),Point(-87.761718 41.871542)
112802,"Chicago, IL",0,,I-55 S,c276d3ce-97b5-4997-913f-b05f587eedad,US,JAM,JAM_HEAVY_TRAFFIC,3,5,247,2,2024-05-12 17:02:16 UTC,POINT(-87.684797 41.83564),Point(-87.684797 41.83564)
16280,"Chicago, IL",0,,W Augusta Blvd,935296ef-f291-4466-ad39-35711b332794,US,JAM,JAM_HEAVY_TRAFFIC,2,6,269,3,2024-06-19 23:41:11 UTC,POINT(-87.693576 41.899322),Point(-87.693576 41.899322)
296564,"Chicago, IL",2,,I-90 E,4bd34793-d6e2-4586-b717-253f1edc5993,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,9,88,2,2024-07-27 13:21:52 UTC,POINT(-87.80923 41.982204),Point(-87.80923 41.982204)
353517,"Chicago, IL",0,,I-90 E,d510e3a9-3035-4510-a5b3-41f51776aefc,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,127,3,2024-04-10 16:03:12 UTC,POINT(-87.75703 41.968391),Point(-87.75703 41.968391)
707868,"Chicago, IL",0,,DuSable Lake Shore Dr,28893d82-f6c7-4011-8c45-ac0c4eedd701,US,JAM,JAM_STAND_STILL_TRAFFIC,6,6,340,3,2024-07-31 23:41:03 UTC,POINT(-87.61588 41.856755),Point(-87.61588 41.856755)
703235,"Chicago, IL",0,,I-94 E,fbc30dc1-51ad-4f4e-8b6e-a6fcf4631d1c,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,201,2,2024-08-09 15:11:02 UTC,POINT(-87.594196 41.699978),Point(-87.594196 41.699978)
770616,"Chicago, IL",0,,to I-90 / I-94 W,b8366b5f-93ff-4cc4-a65d-dda3f4630f9b,US,ROAD_CLOSED,,4,5,60,4,2024-03-25 17:57:14 UTC,POINT(-87.645584 41.884419),Point(-87.645584 41.884419)
93260,"Chicago, IL",0,,N Wells St,6ac94d62-0658-4b5d-811d-faa30527ecd0,US,ROAD_CLOSED,,2,5,358,1,2024-06-08 20:35:21 UTC,POINT(-87.634478 41.903851),Point(-87.634478 41.903851)
466144,"Chicago, IL",0,,I-94 E,18973563-4079-4e62-b3e2-370148374ba0,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,178,3,2024-02-22 00:45:09 UTC,POINT(-87.625417 41.75031),Point(-87.625417 41.75031)
349227,"Chicago, IL",0,,I-90 E,ee6848e9-2d77-4235-9711-6ecb0c237c6d,US,JAM,JAM_STAND_STILL_TRAFFIC,3,6,126,3,2024-10-09 12:58:24 UTC,POINT(-87.738042 41.957552),Point(-87.738042 41.957552)
639266,"Chicago, IL",0,,W Belmont Ave,43918fc7-848b-4c5f-af04-22222bbee42a,US,JAM,,7,6,261,4,2024-03-06 22:22:21 UTC,POINT(-87.638164 41.940522),Point(-87.638164 41.940522)
281851,"Chicago, IL",0,,Exit 57: Garfield Blvd,1db6060d-ebe6-415f-8190-be8dadf2ad15,US,JAM,JAM_HEAVY_TRAFFIC,4,5,186,2,2024-09-18 23:42:53 UTC,POINT(-87.631731 41.798821),Point(-87.631731 41.798821)
331081,"Chicago, IL",0,,I-90 E,5bd2e1cd-77e0-4531-a930-0c0ea785e708,US,JAM,JAM_HEAVY_TRAFFIC,3,5,162,3,2024-07-03 19:13:54 UTC,POINT(-87.660859 41.900765),Point(-87.660859 41.900765)
129311,"Chicago, IL",0,,S Parnell Ave,e728b6af-6c8c-4bed-bae2-33b941993bdf,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,1,6,359,0,2024-06-25 05:38:39 UTC,POINT(-87.636971 41.714274),Point(-87.636971 41.714274)
17469,"Chicago, IL",0,,to I-90 / I-94 E,bc8d629d-b5c9-4f1b-a42c-419bc4afe559,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,4,6,146,0,2024-06-19 03:33:31 UTC,POINT(-87.747302 41.964392),Point(-87.747302 41.964392)
717921,"Chicago, IL",0,,I-290 E,98246fd5-ff78-43ee-ab22-9ca13ba37c69,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,92,3,2024-10-06 17:07:02 UTC,POINT(-87.653998 41.875441),Point(-87.653998 41.875441)
707816,"Chicago, IL",0,,,9354134b-dcb7-4a89-8e93-3959c3317a5f,US,JAM,JAM_STAND_STILL_TRAFFIC,4,6,355,5,2024-07-31 23:24:20 UTC,POINT(-87.66065 41.903209),Point(-87.66065 41.903209)
199278,"Chicago, IL",0,,S Sawyer Ave,a5c72d0a-f948-4cca-8d4a-7afd9869807b,US,JAM,,1,5,359,0,2024-08-23 03:40:48 UTC,POINT(-87.701871 41.686631),Point(-87.701871 41.686631)
406112,"Chicago, IL",1,,I-290 W,9d2e041a-98a9-4483-95fa-88061994ed9b,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,3,8,269,2,2024-04-19 17:42:34 UTC,POINT(-87.692551 41.875705),Point(-87.692551 41.875705)
27601,"Chicago, IL",0,,I-90 W,38839bba-fcb5-48db-a212-7b868a3508d2,US,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,3,6,0,0,2024-06-29 05:48:53 UTC,POINT(-87.630564 41.786146),Point(-87.630564 41.786146)
241161,"Chicago, IL",0,,N Nagle Ave,3a826bb3-1b3f-422b-baba-35dde98267fe,US,JAM,JAM_STAND_STILL_TRAFFIC,7,5,180,0,2024-08-22 22:57:02 UTC,POINT(-87.787897 41.974375),Point(-87.787897 41.974375)
652389,"Chicago, IL",0,,I-55 S,227158e5-aa6c-4db9-89c0-b4d65e68bb85,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,250,1,2024-05-01 21:46:37 UTC,POINT(-87.643268 41.847039),Point(-87.643268 41.847039)
494494,"Chicago, IL",0,,S Western Ave,2ebe237a-0b4d-4124-b968-35160b5583ac,US,JAM,JAM_STAND_STILL_TRAFFIC,6,5,178,3,2024-03-11 22:10:48 UTC,POINT(-87.684141 41.797958),Point(-87.684141 41.797958)
247395,"Chicago, IL",0,,W Delaware Pl,dfd30db6-c800-4121-92c3-8af276b54a7f,US,JAM,JAM_HEAVY_TRAFFIC,1,5,269,5,2024-08-27 23:20:36 UTC,POINT(-87.632548 41.899263),Point(-87.632548 41.899263)
625750,"Chicago, IL",3,,I-94 E,cf959b4b-ba49-4892-bf35-fc0df93c4d2e,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,3,10,178,2,2024-02-19 16:51:36 UTC,POINT(-87.624649 41.723109),Point(-87.624649 41.723109)
317415,"Chicago, IL",0,,N Sheridan Rd,4addd5a6-5ca2-45ad-8500-39838330606e,US,JAM,JAM_STAND_STILL_TRAFFIC,7,6,171,2,2024-06-22 21:56:06 UTC,POINT(-87.655624 41.997647),Point(-87.655624 41.997647)
609254,"Chicago, IL",0,,W 31st St,51873324-7878-47ea-a99c-b601ed8708ca,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,7,6,269,0,2024-06-09 08:05:28 UTC,POINT(-87.630018 41.83826),Point(-87.630018 41.83826)
100159,"Chicago, IL",0,,W Grand Ave,29030efb-22e2-4ab0-a8be-6bc3561e626e,US,JAM,JAM_STAND_STILL_TRAFFIC,2,6,268,4,2024-09-12 23:11:59 UTC,POINT(-87.677375 41.890819),Point(-87.677375 41.890819)
39025,"Chicago, IL",0,,N Ridge Ave,dd2a351c-03ee-4e42-836e-baa92e2f09e0,US,JAM,JAM_STAND_STILL_TRAFFIC,6,6,129,4,2024-09-10 12:01:52 UTC,POINT(-87.665281 41.986816),Point(-87.665281 41.986816)
651796,"Chicago, IL",0,,N Dearborn St,1eb4f961-2d45-434a-b169-ed164be2d14e,US,JAM,JAM_HEAVY_TRAFFIC,2,5,359,3,2024-05-01 21:55:00 UTC,POINT(-87.629438 41.883406),Point(-87.629438 41.883406)
453732,"Chicago, IL",0,,N Pulaski Rd,9f7843f2-4719-4146-a1e5-a4d4d1f4966f,US,JAM,JAM_HEAVY_TRAFFIC,7,5,358,0,2024-10-04 18:20:02 UTC,POINT(-87.727328 41.943671),Point(-87.727328 41.943671)
531175,"Chicago, IL",0,,Exit 43A: Wilson Ave,029eda58-d991-4da8-873b-dbf793ff7b4d,US,JAM,JAM_MODERATE_TRAFFIC,4,5,182,4,2024-01-27 22:20:42 UTC,POINT(-87.747325 41.967217),Point(-87.747325 41.967217)
691044,"Chicago, IL",0,,N Ashland Ave,bde7f51e-2b02-4ff8-985d-c110d4df4172,US,JAM,JAM_HEAVY_TRAFFIC,7,5,358,4,2024-06-07 23:58:47 UTC,POINT(-87.668648 41.939259),Point(-87.668648 41.939259)
56083,"Chicago, IL",1,,I-94 E,472353a1-465f-4c08-a240-197afb8dc3d9,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,178,2,2024-07-26 20:23:33 UTC,POINT(-87.601931 41.683416),Point(-87.601931 41.683416)
593076,"Chicago, IL",0,,I-90 E,b6a866e7-03f6-43cc-98d8-853c220ed8ef,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,6,127,4,2024-04-28 18:03:46 UTC,POINT(-87.681435 41.924021),Point(-87.681435 41.924021)
123822,"Chicago, IL",0,,S State St,e0fefd5e-37ab-468e-99d2-eb80382f5a18,US,HAZARD,HAZARD_WEATHER_FLOOD,7,5,359,1,2024-05-07 20:19:43 UTC,POINT(-87.624166 41.736592),Point(-87.624166 41.736592)
470199,"Chicago, IL",0,,W Montrose Ave,ab76ef48-ab11-4163-b64f-50f3b885449b,US,JAM,JAM_STAND_STILL_TRAFFIC,2,5,269,1,2024-03-15 23:02:50 UTC,POINT(-87.707216 41.961193),Point(-87.707216 41.961193)
205567,"Chicago, IL",0,,to I-90 / I-94 E,27dbe945-39ea-4a06-964d-c7e1607c41ef,US,JAM,JAM_STAND_STILL_TRAFFIC,4,5,112,3,2024-09-25 11:48:02 UTC,POINT(-87.677188 41.921365),Point(-87.677188 41.921365)
531420,"Chicago, IL",0,,Kennedy Expwy Express Lanes,c957ce9a-6710-4c93-be8b-c4a43089f733,US,JAM,JAM_STAND_STILL_TRAFFIC,3,6,306,2,2024-01-27 20:57:46 UTC,POINT(-87.739575 41.958651),Point(-87.739575 41.958651)
620148,"Chicago, IL",0,,I-90 E,00cf16e5-7c3c-4765-8c12-cfd95bfe101e,US,JAM,JAM_MODERATE_TRAFFIC,3,5,153,4,2024-03-08 00:57:39 UTC,POINT(-87.664808 41.910094),Point(-87.664808 41.910094)
549275,"Chicago, IL",5,,DuSable Lake Shore Dr,705b8cd7-f54a-498e-9a6d-aa17387d6918,US,ACCIDENT,,6,10,1,3,2024-05-02 23:44:36 UTC,POINT(-87.613934 41.88976),Point(-87.613934 41.88976)
